caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-1116	seeded	seeded-linear	0	LINEAR	0000000000000000:403b269a6953ce90;4031c00000000000:404a5b558d3651ac;4034600000000000:c0251a9529f7d538;4044100000000000:40563fe87d8fb240;404e900000000000:c03a03eb397b7360	404bedc4e3b835b7	bits	4006ab3ec4c7ec80			
rt-seed-1117	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:4087aa2f57a810a3;3ff8000000000000:40870f86f4126994;402e800000000000:4079b0c2a0a369d8;4037800000000000:4082fa5b04ffd471;4044f00000000000:408b83e9f6d43948	4037c410516e5a50	bits	408319faa7660af7			
rt-seed-1118	seeded	seeded-linear	0.001	LINEAR	0000000000000000:404b8ab63fc25917;402c400000000000:405dbcebf9d3f748	402185bc99d987cb	bits	4057acac083126e9			
rt-seed-1119	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fca0da527bd3f28;4018800000000000:bfde8f37b32df840;4030e00000000000:bfefa0da0b76016c;4035000000000000:3fdab21495e4a728	4030e00000000000	bits	bfefa0da0b76016c			
rt-seed-1120	seeded	seeded-linear	5	LINEAR	0000000000000000:3fe593daec598756;402ac00000000000:3feb259d4bc596ff;4041f00000000000:3fe2f51981a45d03	0000000000000000	bits	3fe593daec598756			
rt-seed-1121	seeded	seeded-linear	0	LINEAR	0000000000000000:3fd35f10126fcefc;4038400000000000:3fe98ec94acfc326	4029b781a347493f	bits	3fe21a0c023b73ba			
rt-seed-1122	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4030fb51254aa1e0;4017000000000000:40594aaae2724db5;401a800000000000:403672fefdb4e3db;4020800000000000:405f213d14217701	40158e95b8593135	bits	4057f00000000000			
rt-seed-1123	seeded	seeded-linear	0.00	LINEAR	0000000000000000:40360b354a004a98;402a000000000000:4057e27b460cc674	402627c8b09f6187	bits	40552af40251ed04			
rt-seed-1124	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:40314b58d8125026;4001000000000000:40375893a00b2113	4043100000000000	bits	40375893a00b2113			
rt-seed-1125	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405309c0b99a8b85;4015000000000000:40572e7924bc5f03;401a800000000000:4020be201c1fd451;4023800000000000:40323c8b3e62125e	3ffe85667d5c9e72	bits	4054800000000000			
rt-seed-1126	seeded	seeded-linear	0.001	LINEAR	0000000000000000:405aa0eb2494e21b;4028400000000000:405161210d984f0d;4039c00000000000:405c4450fc28f3c9;4045700000000000:405da962ea52f279	4043e6ac8e5f6d27	bits	405d6947ae147ae1			
rt-seed-1127	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fdb17da4c17ad66;4035c00000000000:3fe9b87544a6b944	3fe93e331ae1026d	bits	3fdbf9eadae1e2f6			
rt-seed-1128	seeded	seeded-linear	0.1	LINEAR	0000000000000000:407de3564db16cca;4026c00000000000:40893ecf246abb82	4022277ffc8a4695	bits	408729999999999a			
rt-seed-1129	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fcba1e99ed01240;402f000000000000:3fc51010dfe2f78c;403a800000000000:3fe30f12286c677a;4048f00000000000:3fc28ca9927bbd8c	4039f4993e041f2e	bits	3fe260459e891a4a			
rt-seed-1130	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fcc9610ed204e38;4016800000000000:3feecdc7ee89608e	4016422e9b2ffcdc	bits	3fee8cc88fdf7344			
rt-seed-1131	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:405f1e740638abb7;4020000000000000:40426a2c01a05581;402c800000000000:4026fd5f6e52cf46;4041300000000000:4058709249aaab6f	0000000000000000	bits	405f1e740638abb7			
rt-seed-1132	seeded	seeded-linear	0.1	LINEAR	0000000000000000:40816d8c86b6dc70;401d800000000000:4088543552e93d25;403d200000000000:406abd36b072f194	403d1da4ff3292b8	bits	406ac66666666666			
rt-seed-1133	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4029e0f287752cc0;3ffa000000000000:404d28addb5685f8;4039a00000000000:404058da3e152238	402dc3ed2c1925ef	bits	4046200000000000			
rt-seed-1134	seeded	seeded-linear	5	LINEAR	0000000000000000:406d4ec892dacb4c;3ff8000000000000:407eb6340d8d2c61;4026000000000000:405a9b1a9034ddf4	401b50e82f863738	bits	4071800000000000			
rt-seed-1135	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3feea46906033636;4018000000000000:bfee82e42f817188	401365e4b986eb63	bits	bfe28f5c28f5c28f			
rt-seed-1136	seeded	seeded-linear	-1	LINEAR	0000000000000000:406f53b390f5f997;4030000000000000:408ddd1818b12d62;403f400000000000:404b46851782f9d0;4043400000000000:406741746541e86f;4044400000000000:407a26c2ba273de3	401623ef5b71b896	bits	407ee83537c41a2c			
rt-seed-1137	seeded	seeded-linear	0.25	LINEAR	0000000000000000:c046c8dd4829e1f3;4036800000000000:4040682cddbc1398;4039800000000000:c05706f4253905f6	402d56fd6b5274b7	bits	4016000000000000			
rt-seed-1138	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fcbd7e22ae51b90;402fc00000000000:bfef7c0829a37142;4039a00000000000:bfe45c1a2605ce2e;4041800000000000:bfee75e6e40f5632	404b800000000000	bits	bfee75e6e40f5632			
rt-seed-1139	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c058f59e7eee6e65;3fe4000000000000:c045beda4d8a878f;4031a00000000000:c0477410d2ca6367	40233d51433a3c60	bits	0000000000000000			
rt-seed-1140	seeded	seeded-linear	0.2	LINEAR	0000000000000000:40341217e47f7373;4033800000000000:405bda7fbe3aed74;403b400000000000:403c65ff8d605f4c;4040d00000000000:40549f4f12d462dc	403f5b16e2e93029	bits	404f99999999999a			
rt-seed-1141	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfece817dfe4f5bc;3fe8000000000000:bfedd0e39edc15ac;4022000000000000:bfd6429c1f104b7c	0000000000000000	bits	bfece817dfe4f5bc			
rt-seed-1142	seeded	seeded-linear	0.5	LINEAR	0000000000000000:bfda38e272ea5ebc;4033600000000000:bfdf4d90b6032b4c;403de00000000000:3fcfeb948ad17958;4046a00000000000:bfe681d4e4a21e08	0000000000000000	bits	bfda38e272ea5ebc			
rt-seed-1143	seeded	seeded-linear	0	LINEAR	0000000000000000:408b327278785af0;4033800000000000:4089f3b53e157f62;403d200000000000:40588410d39b3887	0000000000000000	bits	408b327278785af0			
rt-seed-1144	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fb21fa662329770;401d000000000000:3fe304ef8c2382e8;4024c00000000000:3fe00714e8e8ac6c	4020f279d2ce137b	bits	3fe1d9117ead8509			
rt-seed-1145	seeded	seeded-linear	5	LINEAR	0000000000000000:3fe9fd6bd5562f2c;400e000000000000:3fd7818be3627f72;401c000000000000:3fa5982a8edc3110	0000000000000000	bits	3fe9fd6bd5562f2c			
rt-seed-1146	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe541525290614c;4018800000000000:3fe5c436c9ac9753	3ff0927977ca4a81	bits	3fe0000000000000			
rt-seed-1147	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4012163972f39760;4017800000000000:c03ea8d25324243c;402e400000000000:405790931f946ab6;403ea00000000000:c00fce633099f7a0;4040e00000000000:c04a29e52cb1b9b7	40367be340e077c3	bits	4047d3c0c6ac7fbe			
rt-seed-1148	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fdf06cc93b4b9e2;4033800000000000:3fca670813e0002c;4037800000000000:3fd88788a1495582;4043500000000000:3fe4dfcc25b0bc95	402b336604f38323	bits	3fd2981c5bd9ca4e			
rt-seed-1149	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3feb10d3cd0e0b9e;4032600000000000:3fbfb9a7e020d948;403bc00000000000:3fe0583d0836c101;4044c00000000000:3fc7bda5c489c334	4030dc09b347ef02	bits	3fc78d4fdf3b645a			
rt-seed-1150	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fd664710a9a9568;402e000000000000:3fd03d0f14b7978e	4001f45add8a8dff	bits	3fd5c28f5c28f5c3			
rt-seed-1151	seeded	seeded-linear	0.25	LINEAR	0000000000000000:bfe6d8779ee76d54;401f000000000000:3fefc147b44a2faa;4033600000000000:3fe0022c25527446	401dd3c598ca4863	bits	3fe8000000000000			
rt-seed-1152	seeded	seeded-linear	5	LINEAR	0000000000000000:405f5be751ded01a;4029400000000000:40528f3a2cd73498;4040600000000000:4051831d97b3e56a;404a400000000000:405820c0830f6480;404c300000000000:405203c9cbec733f	40365bbe3eb424d2	bits	4052c00000000000			
rt-seed-1153	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fe5243b5314cd19;4033c00000000000:3fd7fa2c1bd50b1e;4040700000000000:3fe244c184cd604b;4048a00000000000:3fe8c023c63bc44c	4033c00000000000	bits	3fd7fa2c1bd50b1e			
rt-seed-1154	seeded	seeded-linear	0.2	LINEAR	0000000000000000:4039dcf7ea799263;402c400000000000:404fa0fb0d97dfe0;403ec00000000000:403f3bb40a71f158;404b100000000000:404b8b27c96965d3	404862ca4da3b2db	bits	4048cccccccccccd			
rt-seed-1155	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fea8a1b84ffff02;4024000000000000:3fd39387a46d64a6;4034800000000000:3fde3c4898e98ce6;4046600000000000:3fc0ed80dbab6b4c;404da00000000000:3fed33fce5d1a9d6	0000000000000000	bits	3fea8a1b84ffff02			
rt-seed-1156	seeded	seeded-linear	0.001	LINEAR	0000000000000000:406404d2fe5133e5;401b800000000000:407ff42ba9dc858f;4024400000000000:4074de699a9ef017;4030c00000000000:4070526ef6db127a;4037e00000000000:4086a7ecd60984a4	403fe00000000000	bits	4086a7ecd60984a4			
rt-seed-1157	seeded	seeded-linear	0	LINEAR	0000000000000000:4050f30a3150f369;4011800000000000:403b36e69ce1e9d4;403d000000000000:40521a350306168d;403dc00000000000:405d161f7eb9411c	4011800000000000	bits	403b36e69ce1e9d4			
rt-seed-1158	seeded	seeded-linear	0.2	LINEAR	0000000000000000:405fad0254c87edb;4038200000000000:4043edf8a34b2b61;4046e00000000000:4009e3ca476b90d1	4054300000000000	bits	4009e3ca476b90d1			
rt-seed-1159	seeded	seeded-linear	1	LINEAR	0000000000000000:408745d414af756b;402ac00000000000:4080b250cefcd9b2	0000000000000000	bits	408745d414af756b			
rt-seed-1160	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:bfee1cd44aa9750e;4031800000000000:3fd8f3f1f09dbaf4;403a000000000000:bfe88592fd18d02e;4047100000000000:bfbff7c205252ce0	40381eaf11d5bd15	bits	bfe056886d216b8b			
rt-seed-1161	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:40739c5a0d9041af;402a800000000000:404def1ce3cce812;4041c00000000000:407594b476a9de2a	40269d5e37ae67ee	bits	408f400000000000			
rt-seed-1162	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fe8ba7400d2d80a;4033a00000000000:3fc71728db5ec888;4044200000000000:3feb914acbe4ff17	403f0817e80dfa91	bits	3fe0000000000000			
rt-seed-1163	seeded	seeded-linear	0	LINEAR	0000000000000000:407906f1ba719718;401b000000000000:407c45597070bc5d;4023000000000000:4078f7111461646d;4029000000000000:407b3c4caf9214ec;4041700000000000:408a939d324ba831	402c547465addc74	bits	407d2a03353c0857			
rt-seed-1164	seeded	seeded-linear	1	LINEAR	0000000000000000:404d5d2e667d4b8c;4032a00000000000:40519f8b5295d003;403e600000000000:404ec7595714e3b2;4049e00000000000:40440d1d61ed5d95	0000000000000000	bits	404d5d2e667d4b8c			
rt-seed-1165	seeded	seeded-linear	0.10	LINEAR	0000000000000000:408f3d9bcc0c12e1;4027400000000000:407029e41c2c7b37;4031a00000000000:40748976a4eb93b3;403fc00000000000:40735fabbf67ee55;4040d00000000000:408480af751ac05b	400c224f4af7f138	bits	40883ccccccccccd			
rt-seed-1166	seeded	seeded-linear	0	LINEAR	0000000000000000:40847d4f865ae44f;4026c00000000000:408f03a8c406cfd7;4038600000000000:4060ad7548273ada	4027f7c8c8fbbfb4	bits	408dc1be3d08caa3			
rt-seed-1167	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fe30504e65b2137;4026c00000000000:3fe17baedd8807dc	400e94f0acfd39b7	bits	3fe3333333333333			
rt-seed-1168	seeded	seeded-linear	5	LINEAR	0000000000000000:3fc7f21059f5ea10;4036800000000000:3fba07550b31c350;4043900000000000:bfeb576f411b565a	40278d6a133a60c3	bits	4014000000000000			
rt-seed-1169	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:404640c4877c441c;4035200000000000:404d5391c339eb02;4042300000000000:400eb2004a57f3c5;4043a00000000000:40526c328885af9b;4048400000000000:403354eb86865889	40467ae9ee455caf	bits	40441f9ada322edf			
rt-seed-1170	seeded	seeded-linear	5	LINEAR	0000000000000000:4083b220c49c9149;3ff2000000000000:406a7a24f2ba15e1	3ff1716b9f3a5644	bits	406c200000000000			
rt-seed-1171	seeded	seeded-linear	0	LINEAR	0000000000000000:c055335e135b2bac;4019000000000000:c045165bd63bfca2;402d000000000000:40562257ba848356	40253a86bd7ec371	bits	403af8f7abb17170			
rt-seed-1172	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:40536ca62e1f17b7;4022800000000000:40514b1fe2300a4a	4037400000000000	bits	40514b1fe2300a4a			
rt-seed-1173	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fa9a69895f14240;3ff8000000000000:3fe1f7a500b592ad;4032a00000000000:3fef4e0706288e4c;403e800000000000:3fd93ecd76abcfec;4043100000000000:3fe747844cc9c92b	4032a00000000000	bits	3fef4e0706288e4c			
rt-seed-1174	seeded	seeded-linear	0.2	LINEAR	0000000000000000:404f73693256b4bc;4036a00000000000:404af27a3043da7f	403ea00000000000	bits	404af27a3043da7f			
rt-seed-1175	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:3fda72976d0c757a;3ff6000000000000:3fc489b1d152e6d8;4033c00000000000:3f8a165706a61480;4044b00000000000:3fe86e0526688fb6;404b600000000000:3fd6f2931e87fe88	402ecf815d323419	bits	3fbf9add3746f65f			
rt-seed-1176	seeded	seeded-linear	0.5	LINEAR	0000000000000000:408ad6e16ed95ded;4012800000000000:408118b713a69fc9	3ff126fd7db12bf9	bits	4088980000000000			
rt-seed-1177	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fc3ee43f7f98e0c;4034c00000000000:3fee2dfddc22873d;403ea00000000000:3fc4d8630f4d49a4;4045000000000000:3fe834ceb6659eee	4037d7beb5fe5cdb	bits	3fe65c1ccbe8a13f			
rt-seed-1178	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:408c721a8340f51c;4032600000000000:4088bdd5bc4facd4;4042900000000000:40800a90902c0857;404c100000000000:40892bf54223bdb1;4051f80000000000:4083aa365e9d7115	40401df87666e7b8	bits	40824f89d061b922			
rt-seed-1179	seeded	seeded-linear	1	LINEAR	0000000000000000:402d935c4adb1821;4018800000000000:405f3ef6390068a3;4032800000000000:404a053ee0be4d62	4015ca8bdf36df5b	bits	405c000000000000			
rt-seed-1180	seeded	seeded-linear	0.00	LINEAR	0000000000000000:404693f03c3689a0;4032000000000000:4045ae87fd7f09e4;4033400000000000:c04379caeee2783b;4039200000000000:bffcbadc7b7a8140;4039a00000000000:c03490c4b3e54648	4053e80000000000	bits	c03490c4b3e54648			
rt-seed-1181	seeded	seeded-linear	0.5	LINEAR	0000000000000000:404d40f88f116996;4035600000000000:405216d85ebf23e0	40345f0c0ca38ff3	bits	4051e00000000000			
rt-seed-1182	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfb18e3e917f6460;3fec000000000000:3fee9714d2774ec6;4035200000000000:bfea6fe80e555944	4030ad73f9d20f60	bits	bfcf9add3746f65f			
rt-seed-1183	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4079df2e1aa640de;4035e00000000000:408f2c472476a88f;403fc00000000000:4080448696ad8e7b;4042800000000000:4064789d8cb5f01a;4045d00000000000:406e4df832bc8aca	40379e1f743e0200	bits	408f400000000000			
rt-seed-1184	seeded	seeded-linear	-1	LINEAR	0000000000000000:3feba5fe2dd279ee;402f000000000000:3fd0b883fd23455e	4044c00000000000	bits	3fd0b883fd23455e			
rt-seed-1185	seeded	seeded-linear	0.10	LINEAR	0000000000000000:408d617503fe1e3c;4016800000000000:40694a51e2016a92	4013517510bef70e	bits	40732b3333333333			
rt-seed-1186	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:c0394baa5aa0a220;4017800000000000:404975bac21e1c74;402ec00000000000:4005125dc3919520	4029897477258633	bits	402fda12f1b5844c			
rt-seed-1187	seeded	seeded-linear	0	LINEAR	0000000000000000:4071df266a14d20a;4017000000000000:40655b3547a93a2b	40164a6a65fce0da	bits	4065cccb312ce852			
rt-seed-1188	seeded	seeded-linear	1	LINEAR	0000000000000000:408caba3b12b8a48;400d000000000000:40787a83a0a3a304;4030800000000000:4041f202ad0684a6	402ac512c72a1f56	bits	405e800000000000			
rt-seed-1189	seeded	seeded-linear	5	LINEAR	0000000000000000:3fce9bc125098bbc;4034000000000000:3fe5f4825489dffe;4041400000000000:3fdeedf90a93cb5a;4042700000000000:3fc6a1caab6f33a0;4047400000000000:3fdf48ff88974494	0000000000000000	bits	3fce9bc125098bbc			
rt-seed-1190	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fe5d18dadf45e47;3ff6000000000000:3fe6bb63216cc1aa;4034400000000000:3fd9950918601e2e;4037c00000000000:3fd47aeb8075e798	4037c00000000000	bits	3fd47aeb8075e798			
rt-seed-1191	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fee7dfb941af8e3;4033a00000000000:3feab6086ce54e14;403a000000000000:3fdce52a8b7863fa	402777199be444c8	bits	3fec4189374bc6a8			
rt-seed-1192	seeded	seeded-linear	0.01	LINEAR	0000000000000000:408edeb3de9f74c9;4034600000000000:4075a2fb784b2f55;4044000000000000:40795c100a6d906a	0000000000000000	bits	408edeb3de9f74c9			
rt-seed-1193	seeded	seeded-linear	-1	LINEAR	0000000000000000:40469b333faeb6f0;4023000000000000:40311d77a3a117ec;403c800000000000:4054c4440a04cb7c	403b9805c74cd1d5	bits	4053faf5a7f0ea3c			
rt-seed-1194	seeded	seeded-linear	0	LINEAR	0000000000000000:407e326ec3552ccc;402f400000000000:4047d844452ca8fa;4039200000000000:40794c921eed57e2;403ca00000000000:4088cd043835d5e9;4044c00000000000:407e7a74bbd4912f	4041f1e7b0be5330	bits	408367d211551920			
rt-seed-1195	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fda1241ad9f8d3c;402c800000000000:3fe9bc076263f020	4016a011e6186415	bits	3fe0000000000000			
rt-seed-1196	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fe2dd983e1d6382;4035600000000000:3fc3d37f224b68c8;4044200000000000:3fd57f8cec23da5c;4044a00000000000:bfe84ff00e82c19c	40281f69ad24d5b7	bits	3fd999999999999a			
rt-seed-1197	seeded	seeded-linear	0.01	LINEAR	0000000000000000:402ebad6beab23f1;4001000000000000:4059b90492585a4b;4016000000000000:4057f670f2b0be5a;403ec00000000000:4048842a64cc9704;4044200000000000:404cf5186e413233	4050d00000000000	bits	404cf5186e413233			
rt-seed-1198	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fd4d17eebf28134;4030e00000000000:3fd5a70c0211ee38;4044100000000000:3feb18604e0d26a6	4043b85963a208f3	bits	3fea9db5ea77cf0c			
rt-seed-1199	seeded	seeded-linear	0.01	LINEAR	0000000000000000:40826ee3a7ac72c1;4032e00000000000:40824cdf2106ecc3;4045300000000000:407ef9d52050fbdb;4050f00000000000:408d7bd59dbd2874	4033415a10a190e9	bits	40824147ae147ae1			
rt-seed-1200	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:40207598668bfda1;402ac00000000000:405f7a75ccff60af;4034200000000000:4045aca46f7ee66a;403ce00000000000:405e21c7851d2c0d;4044000000000000:404e78f4c23311fc	4030fac4af6a36cc	bits	408f400000000000			
rt-seed-1201	seeded	seeded-linear	0.00	LINEAR	0000000000000000:4051fd1f2a488e52;4025000000000000:4050f610841acc84;4040e00000000000:40525a8d7f185f24;404a800000000000:c040cac970676056;4052a80000000000:404b9effbe8b1edc	4046b797963fd88b	bits	4020f0098b19c350			
rt-seed-1202	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4052b831ec9f7ebb;402b000000000000:405014c8526c8523	4049400000000000	bits	405014c8526c8523			
rt-seed-1203	seeded	seeded-linear	1	LINEAR	0000000000000000:c018493e73201e20;4024c00000000000:c041af8044123980;4037e00000000000:c03b778a942600b8;4047b00000000000:c047e744877e6702;4050d80000000000:4047111df9901f98	402e7f312b6e2c11	bits	c040800000000000			
rt-seed-1204	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fe56e7238f006d0;4034400000000000:bfe9d013ee69ee62;4035c00000000000:3fee493e492f5062	402a352887f1ea44	bits	bfb999999999999a			
rt-seed-1205	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fe313a844a9962e;4032e00000000000:3fef7beb3ffa6e69;403da00000000000:3fd47170966ccebc;4043400000000000:3fc7caf424e0b674	403ffd7ebe5bb7f4	bits	3fd22a5741385d61			
rt-seed-1206	seeded	seeded-linear	0	LINEAR	0000000000000000:408763239cd00f4c;3fec000000000000:408a760463eac112;4027000000000000:408a28f59a1a33bd	40069056bacde100	bits	408a67e8571e2425			
rt-seed-1207	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfe43c9d84425f64;4030800000000000:3fd57c36032509a4	4054200000000000	bits	3fd57c36032509a4			
rt-seed-1208	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:40876ebb5cc0947e;4008000000000000:406498dcb4dde3c0;4034800000000000:4085586533137ff5;4041900000000000:4086fa3b03d4c6ae	4043900000000000	bits	4086fa3b03d4c6ae			
rt-seed-1209	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fa98771eaac3f70;401d800000000000:3fe18ecbd81fa82e;4040100000000000:3fd7d80b0d37f326;4047e00000000000:3fe1daa9bd6ca647;4051800000000000:3fe744a7818faef8	40468a02b9629f20	bits	3fd999999999999a			
rt-seed-1210	seeded	seeded-linear	0.10	LINEAR	0000000000000000:405f91ab3e49b0e8;4031200000000000:405c2994e269d0a9;4033800000000000:405e1fef82199451;403bc00000000000:404314a7a428e0b0;4047800000000000:405967281fff2995	0000000000000000	bits	405f91ab3e49b0e8			
rt-seed-1211	seeded	seeded-linear	0.5	LINEAR	0000000000000000:400f8bcbe96c08c6;402ac00000000000:40873497ffbe525e;4039a00000000000:407b7a39420429fc;403ee00000000000:40708b99876f720e;4041700000000000:4079b741ff173e9a	4040d9a2a8293127	bits	4077000000000000			
rt-seed-1212	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3feba33b92163aa6;402dc00000000000:3fe220bc039fc2dc;4044000000000000:3fccb5dcb267b2a0;404f600000000000:3fdbb5c212dbfbd0	3ff3081704bcdf13	bits	3ff0000000000000			
rt-seed-1213	seeded	seeded-linear	1	LINEAR	0000000000000000:408a715a675f411c;4021400000000000:40776c3257e25941;403a200000000000:408b2061c74161fb;4041e00000000000:408b4853c44bda47	4013d9522433c247	bits	4081f80000000000			
rt-seed-1214	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4076e680bb60fa95;4029800000000000:408c8b6c426a4b62;4042800000000000:4062a44f00d0fecc;4048100000000000:4087429cf578acd4	3ffc6c535adc549e	bits	407ba97b3e318c03			
rt-seed-1215	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fb73c0e43f11128;4030200000000000:3fba79baf1c27c30;4042e00000000000:3fe4ffaa70bea7cf;404c000000000000:3fe72537d271c564;4052600000000000:3fb8ebf70d0dd180	4050ea7453da69ac	bits	0000000000000000			
rt-seed-1216	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4020eaccf1e73db4;4030000000000000:40467576fa04aa73;4036600000000000:4010424d4dd43411;4042b00000000000:4059ea2f551ca7c9	403cbd4163cd2c5a	bits	404728f5c28f5c29			
rt-seed-1217	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:bf9aef7997dd6240;4037200000000000:bfddbce87b622a64;403d400000000000:3fde7926733f7984	3fe4e8c371abfe26	bits	bfa3cf2f4b4e4821			
rt-seed-1218	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fdb5432edbd2928;4029800000000000:3fedd41788cc8e0b;402f800000000000:3fef574f3e3fee52;4035600000000000:3fc170aec6a42230;4045c00000000000:3feec5bbb3270965	404073dbb5335a58	bits	3fe21fddedbf94e6			
rt-seed-1219	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfe3f45787a83826;4022000000000000:bfc239e4423123e8;4038c00000000000:3fc15f9d8dee01e8;4041400000000000:3fe9a02d9dc97ebe	40411fc65e0e838c	bits	3fe6666666666666			
rt-seed-1220	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fed271ff01087a3;4015000000000000:3fef87e9ed4f183b;4029400000000000:3fc5bd9421c1e298;403b200000000000:3fd81a577ffbb88a;4046300000000000:3feb9400e07bef79	4040395c611b9a79	bits	3fe0d4fdf3b645a2			
rt-seed-1221	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fe32790d6f72ec4;4034400000000000:3fe3cb168e74bd45	3fe5aa00d9b8b46c	bits	0000000000000000			
rt-seed-1222	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4073197f3c6b2324;4030200000000000:405a1e7189427565	400715f6b70b9d42	bits	4070d9a1cac08312			
rt-seed-1223	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fea20986ecc8e82;4032400000000000:bfa87f5338be2bc0;4044f00000000000:3fe76255ee6e39d0;4050080000000000:3fe2020eec23fb24	0000000000000000	bits	3fea20986ecc8e82			
rt-seed-1224	seeded	seeded-linear	0.10	LINEAR	0000000000000000:bfe6e8c2149042e6;4032000000000000:bfdaa75eeca98c54;4033c00000000000:3fdbf38b3044b0f0	3ff1fb51b8525a87	bits	bfe6666666666666			
rt-seed-1225	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fea23437bc3087c;4003000000000000:3fd2de30f1f1eab6	0000000000000000	bits	3fea23437bc3087c			
rt-seed-1226	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fda7fc9116c6d98;4025800000000000:bfd58c87799dc138;4038c00000000000:3fc73716e765e3e8	4034fbd289f91a3b	bits	0000000000000000			
rt-seed-1227	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:402cf9c8e4396be4;4039000000000000:4051e58a4549244b	404e000000000000	bits	4051e58a4549244b			
rt-seed-1228	seeded	seeded-linear	0.25	LINEAR	0000000000000000:406a2692ee2f8d38;4019000000000000:408824947d6554ff	3fe119e3c281c000	bits	4070140000000000			
rt-seed-1229	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:bfe597b3222d9cae;4020400000000000:bfe99bdf241ca1c4	3ff8e12c288afcec	bits	bfe65c78dc8aaff2			
rt-seed-1230	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c055cedaa38b90f4;401d000000000000:404b50615e8f17bc;4020800000000000:c04f1b94b4b49c66	4002ac4c8dd38728	bits	c08f400000000000			
rt-seed-1231	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fec0742b6b49f3e;402e000000000000:3fe6bb36900283b5	402bc72fc5310776	bits	3fe75c28f5c28f5c			
rt-seed-1232	seeded	seeded-linear	0.01	LINEAR	0000000000000000:3fd42a13bcff0f70;4010800000000000:bfe8ff29860225d0	3ffa3addbf19ec55	bits	bfbeb851eb851eb8			
